plasmid	type
NZ_CP024334.1	community_862_subcommunity_0
NZ_CP021876.1	community_863_subcommunity_0
NZ_CP021875.1	community_863_subcommunity_0
NZ_CP021877.1	community_863_subcommunity_0
NZ_CP030056.1	community_864_subcommunity_0
NZ_CP022220.1	community_864_subcommunity_0
NZ_CP030049.1	community_864_subcommunity_0
NZ_CP030058.1	community_864_subcommunity_0
NZ_CP030054.1	community_864_subcommunity_0
NZ_CP030060.1	community_864_subcommunity_0
NZ_CP030052.1	community_864_subcommunity_0
NZ_CP035229.1	community_865_subcommunity_0
NZ_CP022288.1	community_865_subcommunity_0
NZ_CP022419.1	community_866_subcommunity_0
NZ_CP040754.1	community_866_subcommunity_1
NZ_CP053230.1	community_867_subcommunity_0
NZ_CP022465.2	community_867_subcommunity_1
NZ_CP069521.1	community_867_subcommunity_1
NZ_CP076121.1	community_868_subcommunity_0
NZ_CP022483.1	community_868_subcommunity_1
NZ_CP022767.1	community_868_subcommunity_2
NZ_LN907829.1	community_869_subcommunity_0
NZ_CP022520.1	community_869_subcommunity_1
NZ_CP072174.1	community_870_subcommunity_0
NZ_CP023000.1	community_870_subcommunity_1
NZ_CP036405.1	community_871_subcommunity_0
NZ_CP023037.1	community_871_subcommunity_0
NZ_CP072872.1	community_872_subcommunity_0
NZ_CP023073.1	community_872_subcommunity_1
NZ_CP064190.1	community_872_subcommunity_2
NZ_CP024106.1	community_873_subcommunity_0
NZ_CP024108.1	community_873_subcommunity_0
NZ_CP024122.1	community_873_subcommunity_0
NZ_CP066190.1	community_873_subcommunity_0
NZ_CP024115.1	community_873_subcommunity_0
NZ_CP024110.1	community_873_subcommunity_0
NZ_CP066196.1	community_873_subcommunity_0
NZ_CP024103.1	community_873_subcommunity_0
NZ_CP066186.1	community_873_subcommunity_0
NZ_CP024118.1	community_873_subcommunity_0
NZ_CP024097.1	community_873_subcommunity_0
NZ_CP024100.1	community_873_subcommunity_0
NZ_CP024189.1	community_874_subcommunity_0
NZ_CP024449.1	community_874_subcommunity_0
NZ_CP024178.1	community_874_subcommunity_0
NZ_CP024187.1	community_874_subcommunity_0
NZ_CP024182.1	community_874_subcommunity_0
NZ_CP024322.1	community_875_subcommunity_0
NZ_CP024360.1	community_875_subcommunity_0
NZ_CP024379.1	community_875_subcommunity_0
NZ_CP024398.1	community_875_subcommunity_0
NZ_CP024339.1	community_875_subcommunity_0
NZ_CP024214.1	community_875_subcommunity_0
NZ_CP024405.2	community_876_subcommunity_0
NZ_CP024384.1	community_876_subcommunity_0
NZ_CP024364.1	community_876_subcommunity_0
NZ_CP024218.1	community_876_subcommunity_0
NZ_CP024368.1	community_876_subcommunity_0
NZ_CP024450.1	community_877_subcommunity_0
NZ_CP069433.1	community_877_subcommunity_0
NZ_CP025188.1	community_878_subcommunity_0
NZ_CP024582.1	community_878_subcommunity_1
NZ_CP024584.1	community_879_subcommunity_0
NZ_CP044118.1	community_879_subcommunity_1
NZ_CP040274.1	community_880_subcommunity_0
NZ_CP024790.1	community_880_subcommunity_1
NZ_CP040273.1	community_881_subcommunity_0
NZ_CP026693.1	community_881_subcommunity_1
NZ_CP046704.1	community_881_subcommunity_2
NZ_CP024793.1	community_881_subcommunity_3
NZ_CP024891.1	community_882_subcommunity_0
NZ_CP024892.1	community_882_subcommunity_1
NZ_CP025002.1	community_883_subcommunity_0
NZ_CP074689.1	community_883_subcommunity_0
NZ_CP044544.1	community_884_subcommunity_0
NZ_CP025114.1	community_884_subcommunity_1
NZ_CP025128.1	community_885_subcommunity_0
NZ_CP025124.1	community_885_subcommunity_0
NZ_CP059541.1	community_885_subcommunity_0
NZ_CP025127.1	community_886_subcommunity_0
NZ_MN657142.1	community_886_subcommunity_0
NZ_CP030883.1	community_887_subcommunity_0
NZ_CP025283.1	community_887_subcommunity_0
NZ_CP025409.1	community_888_subcommunity_0
NZ_CP025433.1	community_888_subcommunity_1
NZ_CP025732.1	community_889_subcommunity_0
NZ_CP075331.1	community_889_subcommunity_0
NZ_CP025733.1	community_890_subcommunity_0
NZ_CP065819.1	community_890_subcommunity_0
NZ_MH544243.1	community_890_subcommunity_0
NZ_CP066827.1	community_890_subcommunity_0
NZ_CP049345.1	community_891_subcommunity_0
NZ_CP025810.1	community_891_subcommunity_0
NZ_CP043502.1	community_892_subcommunity_0
NZ_CP035190.1	community_892_subcommunity_1
NZ_CP032854.1	community_892_subcommunity_2
NZ_CP025942.1	community_892_subcommunity_2
NZ_CP028966.1	community_893_subcommunity_0
NZ_CP026267.1	community_893_subcommunity_0
NZ_CP026489.1	community_894_subcommunity_0
NZ_CP045705.1	community_894_subcommunity_1
NZ_CP029339.1	community_894_subcommunity_2
NZ_CP026534.1	community_895_subcommunity_0
NZ_CP032873.1	community_895_subcommunity_1
NZ_CP032858.1	community_895_subcommunity_1
NZ_CP028214.1	community_896_subcommunity_0
NZ_CP026535.1	community_896_subcommunity_0
NZ_CP040283.1	community_897_subcommunity_0
NZ_CP026684.1	community_897_subcommunity_1
NZ_CP026688.1	community_898_subcommunity_0
NZ_CP031942.1	community_898_subcommunity_1
NZ_CP026689.1	community_899_subcommunity_0
NZ_CP054696.1	community_899_subcommunity_1
NZ_CP026690.1	community_900_subcommunity_0
NZ_CP040290.1	community_900_subcommunity_1
NZ_CP046707.1	community_900_subcommunity_2
NZ_CP040279.1	community_900_subcommunity_3
NZ_CP026699.1	community_901_subcommunity_0
NZ_CP057151.1	community_901_subcommunity_1
NZ_CP027026.1	community_902_subcommunity_0
NZ_CP027024.1	community_902_subcommunity_0
NZ_CP027299.1	community_903_subcommunity_0
NZ_CP027296.1	community_903_subcommunity_0
NZ_CP027298.1	community_903_subcommunity_0
NZ_CP027558.1	community_904_subcommunity_0
NZ_CP032676.1	community_904_subcommunity_1
NZ_CP027785.1	community_905_subcommunity_0
NZ_CP027787.1	community_905_subcommunity_0
NZ_CP027784.1	community_905_subcommunity_0
NZ_CP027769.1	community_905_subcommunity_0
NZ_MF996509.1	community_906_subcommunity_0
NZ_CP032539.1	community_906_subcommunity_1
NZ_CP027790.1	community_906_subcommunity_1
NZ_CP065645.1	community_907_subcommunity_0
NZ_CP027791.1	community_907_subcommunity_0
NZ_CP028143.1	community_908_subcommunity_0
NZ_CP028344.1	community_908_subcommunity_0
NZ_CP028345.1	community_909_subcommunity_0
NZ_CP028144.1	community_909_subcommunity_0
NZ_CP063446.1	community_910_subcommunity_0
NZ_CP028348.1	community_910_subcommunity_1
NZ_CP054047.1	community_911_subcommunity_0
NZ_CP028488.1	community_911_subcommunity_1
NZ_CP053550.1	community_912_subcommunity_0
NZ_CP029051.1	community_912_subcommunity_0
NZ_CP036221.2	community_913_subcommunity_0
NZ_CP029334.1	community_913_subcommunity_1
NZ_CP076858.1	community_913_subcommunity_2
NZ_CP059002.1	community_913_subcommunity_2
NZ_CP040251.1	community_913_subcommunity_3
NZ_CP040252.1	community_913_subcommunity_3
NZ_CP029393.2	community_914_subcommunity_0
NZ_CP048678.1	community_914_subcommunity_0
NZ_MF974398.1	community_915_subcommunity_0
NZ_CP030149.1	community_915_subcommunity_0
NZ_CP030371.1	community_916_subcommunity_0
NZ_CP030363.1	community_916_subcommunity_0
NZ_CP031084.1	community_917_subcommunity_0
NZ_CP065901.1	community_917_subcommunity_0
NZ_CP041954.1	community_918_subcommunity_0
NZ_CP032306.1	community_918_subcommunity_0
NZ_CP031139.1	community_918_subcommunity_0
NZ_CP031159.1	community_919_subcommunity_0
NZ_CP049358.1	community_919_subcommunity_1
NZ_CP049359.1	community_920_subcommunity_0
NZ_CP031160.1	community_920_subcommunity_1
NZ_CP075689.1	community_921_subcommunity_0
NZ_CP031228.1	community_921_subcommunity_0
NZ_CP045397.1	community_922_subcommunity_0
NZ_CP031602.1	community_922_subcommunity_0
NZ_CP031644.1	community_923_subcommunity_0
NZ_CP072771.1	community_923_subcommunity_1
NZ_CP031947.1	community_924_subcommunity_0
NZ_CP045385.1	community_924_subcommunity_1
NZ_CP045849.1	community_925_subcommunity_0
NZ_CP032053.1	community_925_subcommunity_0
NZ_CP032091.1	community_926_subcommunity_0
NZ_CP058973.1	community_926_subcommunity_1
NZ_CP050408.1	community_927_subcommunity_0
NZ_CP032128.1	community_927_subcommunity_0
NZ_CP044449.1	community_927_subcommunity_0
NZ_CP032182.1	community_928_subcommunity_0
NZ_CP056423.1	community_928_subcommunity_1
NZ_LN681230.1	community_929_subcommunity_0
NZ_CP032236.1	community_929_subcommunity_0
NZ_CP071804.1	community_929_subcommunity_0
NZ_CP032411.1	community_930_subcommunity_0
NZ_CP033461.1	community_930_subcommunity_1
NZ_CP054046.1	community_931_subcommunity_0
NZ_CP032488.1	community_931_subcommunity_1
NZ_CP032686.1	community_932_subcommunity_0
NZ_CP032691.1	community_932_subcommunity_0
NZ_MK715471.1	community_933_subcommunity_0
NZ_CP032824.1	community_933_subcommunity_1
NZ_CP032856.1	community_934_subcommunity_0
NZ_CP035396.1	community_934_subcommunity_1
NZ_CP032928.1	community_935_subcommunity_0
NZ_CP058527.1	community_935_subcommunity_0
NZ_CP038247.1	community_936_subcommunity_0
NZ_CP061043.1	community_936_subcommunity_0
NZ_CP033099.1	community_936_subcommunity_0
NZ_CP060127.1	community_937_subcommunity_0
NZ_CP033227.1	community_937_subcommunity_1
NZ_CP060123.1	community_937_subcommunity_2
NZ_CP051294.1	community_938_subcommunity_0
NZ_CP033363.1	community_938_subcommunity_0
NZ_CP033370.1	community_939_subcommunity_0
NZ_CP033509.1	community_939_subcommunity_0
NZ_CP033788.1	community_940_subcommunity_0
NZ_CP072777.1	community_940_subcommunity_0
NZ_CP033916.1	community_941_subcommunity_0
NZ_CP033913.1	community_941_subcommunity_0
NZ_CP034088.1	community_942_subcommunity_0
NZ_CP044330.1	community_942_subcommunity_1
NZ_CP059911.1	community_943_subcommunity_0
NZ_CP070033.1	community_943_subcommunity_0
NZ_CP034391.1	community_943_subcommunity_0
NZ_CP034472.1	community_944_subcommunity_0
NZ_CP034477.1	community_944_subcommunity_0
NZ_CP034557.1	community_945_subcommunity_0
NZ_CP061107.1	community_945_subcommunity_0
NZ_CP034652.1	community_946_subcommunity_0
NZ_CP034650.1	community_946_subcommunity_0
NZ_CP034699.1	community_947_subcommunity_0
NZ_CP034710.1	community_947_subcommunity_0
NZ_CP065894.1	community_948_subcommunity_0
NZ_CP034811.1	community_948_subcommunity_0
NZ_CP065897.1	community_949_subcommunity_0
NZ_CP034812.1	community_949_subcommunity_1
NZ_CP065893.1	community_950_subcommunity_0
NZ_CP034813.1	community_950_subcommunity_0
NZ_CP065902.1	community_951_subcommunity_0
NZ_CP034818.1	community_951_subcommunity_0
NZ_CP047122.1	community_952_subcommunity_0
NZ_CP035169.1	community_952_subcommunity_0
NZ_CP038238.1	community_953_subcommunity_0
NZ_CP035421.1	community_953_subcommunity_0
NZ_CP035424.1	community_954_subcommunity_0
NZ_CP041161.1	community_954_subcommunity_0
NZ_CP038236.1	community_954_subcommunity_0
NZ_CP035963.1	community_955_subcommunity_0
NZ_CP035975.1	community_955_subcommunity_1
NZ_CP036028.1	community_955_subcommunity_2
NZ_CP036127.1	community_956_subcommunity_0
NZ_CP036076.1	community_956_subcommunity_1
NZ_CP036068.1	community_956_subcommunity_2
NZ_CP036075.1	community_956_subcommunity_2
NZ_CP036069.1	community_957_subcommunity_0
NZ_CP036077.1	community_957_subcommunity_1
NZ_CP036126.1	community_957_subcommunity_2
NZ_CP036125.1	community_958_subcommunity_0
NZ_CP036128.1	community_958_subcommunity_0
NZ_CP036074.1	community_958_subcommunity_0
NZ_CP036083.1	community_958_subcommunity_0
NZ_CP036122.1	community_959_subcommunity_0
NZ_CP036131.1	community_959_subcommunity_1
NZ_CP036081.1	community_959_subcommunity_2
NZ_CP036086.1	community_960_subcommunity_0
NZ_CP072058.1	community_960_subcommunity_0
NZ_CP072060.1	community_961_subcommunity_0
NZ_CP036089.1	community_961_subcommunity_0
NZ_CP036120.1	community_962_subcommunity_0
NZ_CP071816.1	community_962_subcommunity_0
NZ_CP036135.1	community_963_subcommunity_0
NZ_CP071809.1	community_963_subcommunity_1
NZ_CP043609.1	community_964_subcommunity_0
NZ_CP036547.1	community_964_subcommunity_1
NZ_CP036540.1	community_964_subcommunity_1
NZ_CP037809.1	community_965_subcommunity_0
NZ_CP037819.1	community_965_subcommunity_0
NZ_CP037833.1	community_965_subcommunity_0
NZ_MG019960.1	community_965_subcommunity_0
NZ_MG019961.1	community_965_subcommunity_0
NZ_MG019959.1	community_965_subcommunity_0
NZ_CP037842.1	community_965_subcommunity_0
NZ_CP037829.1	community_965_subcommunity_0
NZ_CP037825.1	community_965_subcommunity_0
NZ_MG019962.1	community_965_subcommunity_0
NZ_CP037837.1	community_965_subcommunity_0
NZ_MF547664.1	community_966_subcommunity_0
NZ_CP037841.1	community_966_subcommunity_1
NZ_CP060786.1	community_967_subcommunity_0
NZ_CP037921.1	community_967_subcommunity_1
NZ_CP049908.1	community_967_subcommunity_1
NZ_CP038032.2	community_968_subcommunity_0
NZ_CP044213.1	community_968_subcommunity_0
NZ_CP038449.1	community_969_subcommunity_0
NZ_CP038446.1	community_969_subcommunity_0
NZ_CP038617.1	community_970_subcommunity_0
NZ_CP038623.1	community_970_subcommunity_1
NZ_CP038618.1	community_970_subcommunity_2
NZ_CP038616.1	community_970_subcommunity_3
NZ_CP038615.1	community_970_subcommunity_3
NZ_LN999837.1	community_971_subcommunity_0
NZ_CP038622.1	community_971_subcommunity_0
NZ_CP038621.1	community_971_subcommunity_0
NZ_CP039048.1	community_972_subcommunity_0
NZ_CP038900.1	community_972_subcommunity_1
NZ_CP038931.1	community_972_subcommunity_1
NZ_CP050940.1	community_973_subcommunity_0
NZ_CP039041.1	community_973_subcommunity_0
NZ_CP039144.1	community_974_subcommunity_0
NZ_CP044459.1	community_974_subcommunity_0
NZ_CP044458.1	community_974_subcommunity_0
NZ_CP044456.1	community_974_subcommunity_0
NZ_CP039224.1	community_975_subcommunity_0
NZ_CP039246.1	community_975_subcommunity_1
NZ_CP039232.1	community_975_subcommunity_1
NZ_CP039344.1	community_976_subcommunity_0
NZ_CP039342.1	community_976_subcommunity_0
NZ_CP039932.1	community_976_subcommunity_0
NZ_CP072306.1	community_976_subcommunity_0
NZ_CP039651.1	community_977_subcommunity_0
NZ_CP054622.1	community_977_subcommunity_1
NZ_CP039693.1	community_978_subcommunity_0
NZ_CP072170.1	community_978_subcommunity_0
NZ_CP072169.1	community_979_subcommunity_0
NZ_CP039694.1	community_979_subcommunity_0
NZ_CP039890.1	community_980_subcommunity_0
NZ_CP039899.1	community_980_subcommunity_0
NZ_CP039900.1	community_981_subcommunity_0
NZ_CP039891.1	community_981_subcommunity_0
NZ_CP040249.1	community_982_subcommunity_0
NZ_CP040253.1	community_982_subcommunity_0
NZ_CP040245.1	community_982_subcommunity_0
NZ_CP045281.1	community_983_subcommunity_0
NZ_CP040266.1	community_983_subcommunity_0
NZ_CP045715.1	community_983_subcommunity_0
NZ_LR890201.1	community_983_subcommunity_0
NZ_CP054365.1	community_983_subcommunity_0
NZ_CP046711.1	community_984_subcommunity_0
NZ_CP040287.1	community_984_subcommunity_1
NZ_CP046708.1	community_985_subcommunity_0
NZ_CP046714.1	community_985_subcommunity_1
NZ_CP040293.1	community_985_subcommunity_2
NZ_CP046713.1	community_985_subcommunity_2
NZ_CP040842.1	community_986_subcommunity_0
NZ_CP040845.1	community_986_subcommunity_0
NZ_CP041251.1	community_987_subcommunity_0
NZ_CP057326.1	community_987_subcommunity_1
NZ_CP042168.1	community_988_subcommunity_0
NZ_CP046611.1	community_988_subcommunity_0
NZ_CP068119.1	community_989_subcommunity_0
NZ_CP042292.1	community_989_subcommunity_1
NZ_CP042838.1	community_990_subcommunity_0
NZ_CP072883.1	community_990_subcommunity_1
NZ_CP042964.1	community_991_subcommunity_0
NZ_CP042965.1	community_991_subcommunity_1
NZ_CP043508.1	community_992_subcommunity_0
NZ_CP043507.1	community_992_subcommunity_1
NZ_CP043635.1	community_993_subcommunity_0
NZ_CP043636.1	community_993_subcommunity_1
NZ_CP043637.1	community_993_subcommunity_1
NZ_CP044185.1	community_994_subcommunity_0
NZ_CP054718.1	community_994_subcommunity_1
NZ_CP044212.1	community_995_subcommunity_0
NZ_CP064066.1	community_995_subcommunity_1
NZ_CP078032.1	community_996_subcommunity_0
NZ_CP044473.1	community_996_subcommunity_0
NZ_CP045123.1	community_997_subcommunity_0
NZ_CP045134.1	community_997_subcommunity_0
NZ_CP045639.1	community_998_subcommunity_0
NZ_CP045261.1	community_998_subcommunity_0
NZ_KT020860.1	community_998_subcommunity_0
NZ_CP045152.1	community_998_subcommunity_0
NZ_KM112087.1	community_999_subcommunity_0
NZ_CP045162.1	community_999_subcommunity_0
NZ_CP045361.1	community_1000_subcommunity_0
NZ_CP045319.1	community_1000_subcommunity_1
NZ_CP045415.1	community_1001_subcommunity_0
NZ_CP045323.1	community_1001_subcommunity_0
NZ_CP045398.1	community_1001_subcommunity_0
NZ_CP045366.1	community_1001_subcommunity_0
NZ_CP045356.1	community_1002_subcommunity_0
NZ_CP046066.1	community_1002_subcommunity_0
NZ_CP046163.1	community_1002_subcommunity_0
NZ_CP045358.1	community_1003_subcommunity_0
NZ_CP046165.1	community_1003_subcommunity_0
NZ_CP046068.1	community_1003_subcommunity_0
NZ_CP045413.1	community_1004_subcommunity_0
NZ_CP045395.1	community_1004_subcommunity_0
NZ_CP045396.1	community_1005_subcommunity_0
NZ_CP045409.1	community_1005_subcommunity_0
NZ_CP045400.1	community_1006_subcommunity_0
NZ_CP045401.1	community_1006_subcommunity_0
NZ_CP045454.1	community_1007_subcommunity_0
NZ_CP059996.1	community_1007_subcommunity_0
NZ_CP045469.1	community_1008_subcommunity_0
NZ_CP045470.1	community_1008_subcommunity_0
NZ_CP045471.1	community_1008_subcommunity_0
NZ_CP045495.1	community_1009_subcommunity_0
NZ_CP045493.1	community_1009_subcommunity_0
NZ_CP045498.1	community_1010_subcommunity_0
NZ_CP045500.1	community_1010_subcommunity_0
NZ_CP045615.1	community_1011_subcommunity_0
NZ_CP072232.1	community_1011_subcommunity_0
NZ_CP046102.1	community_1012_subcommunity_0
NZ_CP063235.1	community_1012_subcommunity_1
NZ_CP046366.1	community_1013_subcommunity_0
NZ_CP047364.1	community_1013_subcommunity_1
NZ_CP053243.1	community_1014_subcommunity_0
NZ_CP046544.1	community_1014_subcommunity_0
NZ_CP058641.1	community_1015_subcommunity_0
NZ_CP046574.1	community_1015_subcommunity_0
NZ_CP046920.1	community_1016_subcommunity_0
NZ_CP046630.1	community_1016_subcommunity_0
NZ_CP047177.1	community_1017_subcommunity_0
NZ_CP047181.1	community_1017_subcommunity_1
NZ_CP047184.1	community_1017_subcommunity_1
NZ_CP053024.1	community_1018_subcommunity_0
NZ_CP047220.1	community_1018_subcommunity_1
NZ_CP047230.1	community_1019_subcommunity_0
NZ_CP069432.1	community_1019_subcommunity_0
NZ_CP047687.1	community_1020_subcommunity_1
NZ_CP047681.1	community_1020_subcommunity_1
NZ_CP047690.1	community_1020_subcommunity_1
NZ_CP047693.1	community_1020_subcommunity_1
NZ_CP065416.1	community_1020_subcommunity_1
NZ_CP047684.1	community_1020_subcommunity_1
NZ_CP048309.1	community_1021_subcommunity_0
NZ_CP069925.1	community_1021_subcommunity_0
NZ_CP048399.1	community_1022_subcommunity_0
NZ_CP048398.1	community_1022_subcommunity_0
NZ_CP069305.1	community_1023_subcommunity_0
NZ_CP048428.1	community_1023_subcommunity_0
NZ_CP058268.1	community_1024_subcommunity_0
NZ_CP071474.1	community_1024_subcommunity_1
NZ_CP048888.1	community_1024_subcommunity_2
NZ_CP048890.1	community_1025_subcommunity_0
NZ_CP071478.1	community_1025_subcommunity_0
NZ_CP049157.1	community_1026_subcommunity_0
NZ_CP049317.1	community_1026_subcommunity_1
NZ_CP049158.1	community_1027_subcommunity_0
NZ_CP049318.1	community_1027_subcommunity_1
NZ_CP049319.1	community_1028_subcommunity_0
NZ_CP049159.1	community_1028_subcommunity_1
NZ_CP049320.1	community_1028_subcommunity_1
NZ_CP049224.1	community_1029_subcommunity_0
NZ_CP049229.1	community_1029_subcommunity_1
NZ_CP049227.1	community_1029_subcommunity_2
NZ_CP049271.1	community_1030_subcommunity_0
NZ_CP060706.1	community_1030_subcommunity_0
NZ_CP049273.1	community_1030_subcommunity_0
NZ_CP050486.1	community_1031_subcommunity_0
NZ_CP059795.1	community_1031_subcommunity_1
NZ_CP050991.1	community_1032_subcommunity_0
NZ_MG651603.1	community_1032_subcommunity_0
NZ_CP069443.1	community_1032_subcommunity_0
NZ_CP069588.1	community_1032_subcommunity_0
NZ_CP051760.1	community_1033_subcommunity_0
NZ_CP051755.1	community_1033_subcommunity_0
NZ_CP053216.1	community_1034_subcommunity_0
NZ_CP072553.1	community_1034_subcommunity_1
NZ_CP053483.1	community_1035_subcommunity_0
NZ_CP072794.1	community_1035_subcommunity_0
NZ_CP072799.1	community_1035_subcommunity_0
NZ_CP072752.1	community_1036_subcommunity_0
NZ_CP053485.1	community_1036_subcommunity_0
NZ_CP053558.1	community_1037_subcommunity_0
NZ_CP075899.1	community_1037_subcommunity_1
NZ_CP075898.1	community_1037_subcommunity_2
NZ_CP053843.1	community_1038_subcommunity_0
NZ_CP063077.1	community_1038_subcommunity_0
NZ_CP053926.1	community_1039_subcommunity_0
NZ_LT575492.1	community_1039_subcommunity_1
NZ_CP054197.1	community_1040_subcommunity_0
NZ_CP069309.1	community_1040_subcommunity_0
NZ_CP054226.1	community_1041_subcommunity_0
NZ_LR882975.1	community_1041_subcommunity_0
NZ_CP054611.1	community_1042_subcommunity_0
NZ_CP054609.1	community_1042_subcommunity_0
NZ_LN906636.1	community_1043_subcommunity_0
NZ_CP054661.1	community_1043_subcommunity_0
NZ_CP054860.1	community_1044_subcommunity_0
NZ_CP054862.1	community_1044_subcommunity_0
NZ_CP055154.1	community_1045_subcommunity_0
NZ_CP055152.1	community_1045_subcommunity_1
NZ_CP056241.1	community_1046_subcommunity_0
NZ_CP056259.1	community_1046_subcommunity_0
NZ_CP080348.1	community_1047_subcommunity_0
NZ_CP056403.1	community_1047_subcommunity_0
NZ_LR890311.1	community_1047_subcommunity_0
NZ_CP056714.1	community_1048_subcommunity_0
NZ_CP069857.1	community_1048_subcommunity_0
NZ_CP070023.1	community_1048_subcommunity_0
NZ_OU342901.1	community_1048_subcommunity_0
NZ_CP058643.1	community_1049_subcommunity_0
NZ_CP070617.1	community_1049_subcommunity_1
NZ_CP058955.1	community_1050_subcommunity_0
NZ_CP058956.1	community_1050_subcommunity_0
NZ_CP063840.1	community_1051_subcommunity_0
NZ_CP059320.1	community_1051_subcommunity_1
NZ_CP059411.1	community_1052_subcommunity_0
NZ_CP059412.1	community_1052_subcommunity_0
NZ_CP059406.1	community_1052_subcommunity_0
NZ_CP060116.1	community_1053_subcommunity_0
NZ_CP060114.1	community_1053_subcommunity_1
NZ_CP062114.1	community_1054_subcommunity_0
NZ_CP060200.1	community_1054_subcommunity_0
NZ_CP067423.1	community_1054_subcommunity_0
NZ_CP064874.1	community_1055_subcommunity_0
NZ_CP060403.1	community_1055_subcommunity_1
NZ_CP060471.1	community_1056_subcommunity_0
NZ_CP060447.1	community_1056_subcommunity_0
NZ_CP060457.1	community_1056_subcommunity_0
NZ_CP062118.1	community_1057_subcommunity_0
NZ_MK318990.1	community_1057_subcommunity_0
NZ_CP062904.1	community_1058_subcommunity_0
NZ_CP062859.1	community_1058_subcommunity_0
NZ_CP062962.1	community_1059_subcommunity_0
NZ_CP062957.1	community_1059_subcommunity_0
NZ_CP062961.1	community_1060_subcommunity_0
NZ_CP062960.1	community_1060_subcommunity_1
NZ_CP063072.1	community_1061_subcommunity_0
NZ_MW124301.1	community_1061_subcommunity_1
NZ_CP065268.1	community_1062_subcommunity_0
NZ_CP065282.1	community_1062_subcommunity_0
NZ_CP063326.1	community_1062_subcommunity_0
NZ_MF768471.1	community_1063_subcommunity_0
NZ_KX353853.1	community_1063_subcommunity_0
NZ_CP064355.1	community_1063_subcommunity_0
NZ_CP065281.1	community_1064_subcommunity_0
NZ_CP065267.1	community_1064_subcommunity_0
NZ_CP065396.1	community_1065_subcommunity_0
NZ_CP065398.1	community_1065_subcommunity_0
NZ_CP065698.1	community_1066_subcommunity_0
NZ_CP065634.1	community_1066_subcommunity_0
NZ_CP065644.1	community_1067_subcommunity_0
NZ_CP065646.1	community_1067_subcommunity_0
NZ_CP065648.1	community_1067_subcommunity_0
NZ_CP065697.1	community_1068_subcommunity_0
NZ_CP065749.1	community_1068_subcommunity_0
NZ_CP065696.1	community_1068_subcommunity_0
NZ_CP065727.1	community_1069_subcommunity_0
NZ_CP066056.1	community_1069_subcommunity_0
NZ_CP065835.1	community_1070_subcommunity_0
NZ_LR890646.1	community_1070_subcommunity_0
NZ_LR890668.1	community_1070_subcommunity_0
NZ_CP066309.1	community_1071_subcommunity_0
NZ_CP073709.1	community_1071_subcommunity_0
NZ_CP068184.1	community_1072_subcommunity_0
NZ_CP068178.1	community_1072_subcommunity_0
NZ_CP068209.1	community_1073_subcommunity_0
NZ_CP068212.1	community_1073_subcommunity_0
NZ_CP069007.1	community_1074_subcommunity_0
NZ_CP069000.1	community_1074_subcommunity_0
NZ_CP069002.1	community_1075_subcommunity_0
NZ_CP069006.1	community_1075_subcommunity_0
NZ_KX982169.1	community_1076_subcommunity_0
NZ_KT601170.1	community_1076_subcommunity_0
NZ_CP069390.1	community_1076_subcommunity_0
NZ_KX982171.1	community_1076_subcommunity_0
NZ_CP070257.1	community_1077_subcommunity_0
NZ_CP070247.1	community_1077_subcommunity_0
NZ_CP070241.1	community_1077_subcommunity_1
NZ_CP070243.1	community_1077_subcommunity_1
NZ_CP070250.1	community_1077_subcommunity_1
NZ_CP070256.1	community_1078_subcommunity_0
NZ_CP070244.1	community_1078_subcommunity_0
NZ_CP070246.1	community_1079_subcommunity_0
NZ_CP070255.1	community_1079_subcommunity_0
NZ_CP070248.1	community_1080_subcommunity_0
NZ_CP070258.1	community_1080_subcommunity_0
NZ_CP070868.1	community_1081_subcommunity_0
NZ_CP070869.1	community_1081_subcommunity_0
NZ_CP076670.1	community_1082_subcommunity_0
NZ_CP071181.1	community_1082_subcommunity_1
NZ_CP071507.1	community_1083_subcommunity_0
NZ_CP071515.1	community_1083_subcommunity_0
NZ_CP071511.1	community_1083_subcommunity_0
NZ_CP071803.1	community_1084_subcommunity_0
NZ_LN681229.1	community_1084_subcommunity_0
NZ_CP071900.1	community_1085_subcommunity_0
NZ_CP073106.1	community_1085_subcommunity_1
NZ_CP076292.1	community_1086_subcommunity_0
NZ_CP071971.1	community_1086_subcommunity_1
NZ_CP072135.1	community_1087_subcommunity_0
NZ_CP072131.1	community_1087_subcommunity_0
NZ_CP072158.1	community_1088_subcommunity_0
NZ_CP072165.1	community_1088_subcommunity_0
NZ_CP072144.1	community_1088_subcommunity_0
NZ_CP072154.1	community_1088_subcommunity_0
NZ_CP072149.1	community_1088_subcommunity_0
NZ_CP072164.1	community_1089_subcommunity_0
NZ_CP072153.1	community_1089_subcommunity_0
NZ_CP072148.1	community_1089_subcommunity_0
NZ_CP072155.1	community_1090_subcommunity_0
NZ_CP072150.1	community_1090_subcommunity_0
NZ_CP072166.1	community_1090_subcommunity_0
NZ_CP072337.1	community_1091_subcommunity_0
NZ_CP072353.1	community_1091_subcommunity_0
NZ_CP072599.1	community_1092_subcommunity_0
NZ_LN907828.1	community_1092_subcommunity_1
NZ_MK275623.1	community_1093_subcommunity_0
NZ_CP073072.1	community_1093_subcommunity_1
NZ_CP073579.1	community_1094_subcommunity_0
NZ_CP073580.1	community_1094_subcommunity_0
NZ_CP073742.1	community_1095_subcommunity_2
